;Genotype;date;modality;plant;order;nb_visible_leaves;nb_foliar_primordia;nb_total_leaves;nb_open_flowers;nb_aborted_flowers;nb_total_flowers;nb_vegetative_bud;nb_initiated_bud;nb_floral_bud;nb_stolons;type_of_crown;crown_status;vid;plant_vid
253;AH511;22-06-2018;CF12354;6;2;2;0;2;5;0;5;1;0;0;0;3;4.0;8584;8360
274;AH511;22-06-2018;CF12354;6;2;3;0;3;4;0;5;1;0;0;0;3;4.0;8620;8360
284;AH511;22-06-2018;CF12354;6;2;2;0;2;5;0;6;0;0;0;0;2;4.0;8634;8360
327;AH511;22-06-2018;CF12354;6;2;4;1;5;0;0;3;2;0;0;0;2;4.0;8702;8360
339;AH511;22-06-2018;CF12354;6;2;4;1;5;0;0;8;4;0;0;0;2;4.0;8721;8360
402;AH511;22-06-2018;CF12354;6;2;3;0;3;8;0;8;0;0;0;0;2;4.0;8545;8360
819;AH511;22-06-2018;CF12354;6;2;4;0;4;5;0;6;3;0;0;0;3;4.0;8407;8360
901;AH511;22-06-2018;CF12354;6;2;2;0;2;3;0;3;0;0;0;0;3;4.0;8520;8360
917;AH511;22-06-2018;CF12354;6;2;2;0;2;6;0;6;2;0;0;0;2;4.0;8432;8360
983;AH511;22-06-2018;CF12354;6;2;2;0;2;6;0;6;0;0;0;0;2;4.0;8449;8360
1185;AH511;22-06-2018;CF12354;6;2;3;0;3;0;0;0;0;0;0;0;3;1.0;8383;8360
52;AH511;22-06-2018;CF12354;6;3;4;0;4;2;0;2;2;0;0;0;3;4.0;8548;8360
101;AH511;22-06-2018;CF12354;6;3;4;0;4;4;0;4;1;0;0;2;2;4.0;8559;8360
130;AH511;22-06-2018;CF12354;6;3;4;1;5;0;0;0;2;0;0;0;2;4.0;8394;8360
142;AH511;22-06-2018;CF12354;6;3;3;0;3;0;0;0;2;0;0;1;2;1.0;8416;8360
158;AH511;22-06-2018;CF12354;6;3;3;0;3;0;0;0;1;0;0;0;2;1.0;8437;8360
197;AH511;22-06-2018;CF12354;6;3;5;0;5;3;0;3;4;0;0;0;2;4.0;8495;8360
214;AH511;22-06-2018;CF12354;6;3;5;0;5;2;0;2;3;0;0;2;2;4.0;8523;8360
217;AH511;22-06-2018;CF12354;6;3;3;0;3;0;0;0;3;0;0;0;2;4.0;8589;8360
277;AH511;22-06-2018;CF12354;6;3;2;0;2;0;0;0;2;0;0;0;2;1.0;8624;8360
293;AH511;22-06-2018;CF12354;6;3;1;1;2;0;0;0;2;0;0;0;2;4.0;8651;8360
398;AH511;22-06-2018;CF12354;6;3;4;0;4;0;0;0;2;0;0;1;3;4.0;8636;8360
991;AH511;22-06-2018;CF12354;6;3;3;0;3;1;0;1;2;0;0;0;2;4.0;8452;8360
205;AH511;22-06-2018;CF12354;6;4;2;0;2;0;0;5;2;0;0;0;2;4.0;8509;8360
223;AH511;22-06-2018;CF12354;6;4;1;0;1;0;0;0;1;0;0;0;2;1.0;8537;8360
244;AH511;22-06-2018;CF12354;6;4;1;1;2;0;0;3;2;0;0;0;2;4.0;8570;8360
918;AH512;22-06-2018;CF12964;1;0;10;0;10;4;0;8;5;0;0;4;1;4.0;15778;15777
815;AH512;22-06-2018;CF12964;1;1;9;0;9;0;0;0;5;0;0;4;2;1.0;15891;15777
920;AH512;22-06-2018;CF12964;1;1;10;0;10;7;0;7;7;0;0;3;3;4.0;15780;15777
970;AH512;22-06-2018;CF12964;1;1;10;0;10;0;0;0;4;0;0;6;3;1.0;15858;15777
744;AH512;22-06-2018;CF12964;1;2;8;0;8;0;0;0;4;0;0;4;2;1.0;15809;15777
839;AH512;22-06-2018;CF12964;2;0;11;0;11;3;0;5;5;0;0;2;1;4.0;15922;15921
83;AH512;22-06-2018;CF12964;2;1;2;0;2;3;0;3;0;0;0;1;3;4.0;15999;15921
367;AH512;22-06-2018;CF12964;2;1;3;0;3;6;0;6;2;0;0;0;2;4.0;16125;15921
373;AH512;22-06-2018;CF12964;2;1;7;0;7;0;0;0;4;0;0;3;3;1.0;15975;15921
1004;AH512;22-06-2018;CF12964;2;1;4;0;4;2;0;6;3;0;0;0;3;4.0;15924;15921
1072;AH512;22-06-2018;CF12964;2;1;8;0;8;0;0;0;7;0;0;1;3;1.0;16038;15921
1090;AH512;22-06-2018;CF12964;2;1;6;0;6;4;0;5;3;0;0;2;3;4.0;16065;15921
254;AH512;22-06-2018;CF12964;2;2;3;0;3;0;0;0;2;0;0;0;3;1.0;16130;15921
375;AH512;22-06-2018;CF12964;2;2;5;0;5;0;0;4;5;0;0;0;2;4.0;16140;15921
981;AH512;22-06-2018;CF12964;2;2;3;0;3;6;0;6;3;0;0;0;2;4.0;15935;15921
1052;AH512;22-06-2018;CF12964;2;2;7;0;7;0;0;6;7;0;0;0;2;4.0;16004;15921
1098;AH512;22-06-2018;CF12964;2;2;6;0;6;0;0;4;6;0;0;0;2;4.0;16082;15921
98;AH512;22-06-2018;CF12964;2;3;2;0;2;0;0;0;0;0;0;2;2;1.0;16099;15921
565;AH512;22-06-2018;CF12964;2;3;6;0;6;0;0;0;3;0;0;3;2;1.0;15952;15921
773;AH512;22-06-2018;CF12964;2;3;3;0;3;0;0;0;0;0;0;3;3;1.0;15940;15921
1233;AH512;22-06-2018;CF12964;2;3;3;0;3;0;0;0;0;0;0;3;2;1.0;16024;15921
457;AH512;22-06-2018;CF12964;3;0;17;0;17;7;0;9;4;0;0;9;1;4.0;16160;16159
551;AH512;22-06-2018;CF12964;3;1;7;0;7;4;0;6;6;0;0;0;3;4.0;16187;16159
1137;AH512;22-06-2018;CF12964;3;1;4;0;4;5;0;9;3;0;0;0;3;4.0;16162;16159
1181;AH512;22-06-2018;CF12964;3;1;6;0;6;8;0;8;5;0;0;0;3;4.0;16233;16159
1229;AH512;22-06-2018;CF12964;3;1;10;0;10;0;0;0;3;0;0;5;3;1.0;16320;16159
1244;AH512;22-06-2018;CF12964;3;1;8;0;8;0;0;6;5;0;0;2;2;4.0;16349;16159
1144;AH512;22-06-2018;CF12964;3;2;6;0;6;0;0;5;2;0;0;0;2;4.0;16173;16159
1165;AH512;22-06-2018;CF12964;3;2;7;1;8;0;0;0;5;0;0;3;2;1.0;16205;16159
1192;AH512;22-06-2018;CF12964;3;2;2;0;2;6;0;6;1;0;0;0;2;4.0;16250;16159
1258;AH512;22-06-2018;CF12964;3;2;1;1;2;0;0;0;0;0;0;2;2;1.0;16370;16159
1195;AH512;22-06-2018;CF12964;3;3;5;0;5;0;0;8;5;0;0;0;2;4.0;16255;16159
1256;AH512;22-06-2018;CF12964;4;0;14;0;14;0;0;4;3;0;0;5;1;4.0;16381;16380
67;AH512;22-06-2018;CF12964;4;1;11;0;11;8;0;10;6;0;0;5;3;4.0;16500;16380
128;AH512;22-06-2018;CF12964;4;1;2;0;2;0;0;1;2;0;0;0;3;4.0;16584;16380
135;AH512;22-06-2018;CF12964;4;1;7;0;7;0;0;4;6;0;0;0;3;4.0;16596;16380
311;AH512;22-06-2018;CF12964;4;1;6;0;6;4;0;4;5;0;0;1;3;4.0;16383;16380
751;AH512;22-06-2018;CF12964;4;1;9;0;9;0;0;0;6;0;0;3;3;1.0;16470;16380
882;AH512;22-06-2018;CF12964;4;1;10;0;10;8;0;8;5;0;0;4;3;4.0;16413;16380
1001;AH512;22-06-2018;CF12964;4;1;9;0;9;0;0;0;9;0;0;0;2;4.0;16624;16380
10;AH512;22-06-2018;CF12964;4;2;3;0;3;0;0;0;3;0;0;0;2;1.0;16400;16380
34;AH512;22-06-2018;CF12964;4;2;3;0;3;5;0;6;3;0;0;0;2;4.0;16442;16380
145;AH512;22-06-2018;CF12964;4;2;2;0;2;0;0;0;2;0;0;0;2;1.0;16614;16380
399;AH512;22-06-2018;CF12964;4;2;3;0;3;0;0;0;0;0;0;0;2;1.0;16589;16380
550;AH512;22-06-2018;CF12964;4;2;9;0;9;0;0;0;6;0;0;3;2;1.0;16532;16380
1010;AH512;22-06-2018;CF12964;4;2;2;0;2;0;0;0;2;0;0;0;2;1.0;16650;16380
291;AH512;22-06-2018;CF12964;4;3;5;0;5;0;0;0;5;0;0;0;2;1.0;16450;16380
416;AH512;22-06-2018;CF12964;5;0;18;0;18;0;0;0;9;0;0;6;1;4.0;16661;16660
84;AH512;22-06-2018;CF12964;5;1;9;1;10;0;0;0;5;0;0;4;3;1.0;16731;16660
307;AH512;22-06-2018;CF12964;5;1;6;0;6;0;0;0;3;0;0;2;3;1.0;16866;16660
608;AH512;22-06-2018;CF12964;5;1;7;1;8;0;0;0;7;0;0;1;2;1.0;16885;16660
1027;AH512;22-06-2018;CF12964;5;1;8;0;8;5;0;8;7;0;0;0;3;4.0;16762;16660
1058;AH512;22-06-2018;CF12964;5;1;7;0;7;3;0;7;4;0;0;2;3;4.0;16663;16660
1097;AH512;22-06-2018;CF12964;5;1;4;0;4;4;0;5;2;0;0;0;3;4.0;16834;16660
1150;AH512;22-06-2018;CF12964;5;1;8;1;9;0;0;0;8;0;0;1;3;1.0;16701;16660
194;AH512;22-06-2018;CF12964;5;2;2;0;2;8;0;9;2;0;0;0;2;4.0;16683;16660
261;AH512;22-06-2018;CF12964;5;2;3;0;3;4;0;4;3;0;0;0;2;4.0;16785;16660
1214;AH512;22-06-2018;CF12964;5;2;5;0;5;0;0;0;2;0;0;3;2;1.0;16841;16660
264;AH512;22-06-2018;CF12964;5;3;3;0;3;0;0;0;2;0;0;1;2;1.0;16793;16660
1136;AH512;22-06-2018;CF12964;5;3;2;2;4;0;0;0;0;0;0;2;2;1.0;16688;16660
13;AH512;22-06-2018;CF12964;6;0;13;0;13;0;0;0;1;0;0;4;1;4.0;16913;16912
176;AH512;22-06-2018;CF12964;6;1;5;0;5;4;0;7;4;0;0;0;3;4.0;17255;16912
341;AH512;22-06-2018;CF12964;6;1;3;0;3;3;0;3;1;0;0;0;3;4.0;16915;16912
441;AH512;22-06-2018;CF12964;6;1;9;0;9;0;0;5;7;0;0;2;3;4.0;17065;16912
445;AH512;22-06-2018;CF12964;6;1;7;0;7;0;0;0;6;0;0;0;3;4.0;16985;16912
461;AH512;22-06-2018;CF12964;6;1;9;0;9;9;0;11;7;0;0;2;3;4.0;17098;16912
506;AH512;22-06-2018;CF12964;6;1;10;0;10;0;0;0;7;0;0;3;3;1.0;17174;16912
584;AH512;22-06-2018;CF12964;6;1;8;0;8;4;0;5;6;0;0;1;2;4.0;17300;16912
796;AH512;22-06-2018;CF12964;6;1;5;0;5;6;0;6;4;0;0;0;3;4.0;17207;16912
851;AH512;22-06-2018;CF12964;6;1;3;0;3;4;0;7;2;0;0;0;3;4.0;16949;16912
95;AH512;22-06-2018;CF12964;6;2;1;0;1;0;0;0;0;0;0;1;2;1.0;17091;16912
234;AH512;22-06-2018;CF12964;6;2;8;0;8;0;0;0;4;0;0;3;3;1.0;17112;16912
304;AH512;22-06-2018;CF12964;6;2;8;0;8;0;0;0;5;0;0;3;2;1.0;17146;16912
314;AH512;22-06-2018;CF12964;6;2;6;0;6;0;0;0;6;0;0;0;3;1.0;17022;16912
345;AH512;22-06-2018;CF12964;6;2;6;0;6;0;0;6;4;0;0;2;2;4.0;16921;16912
533;AH512;22-06-2018;CF12964;6;2;3;0;3;4;0;4;3;0;0;0;2;4.0;17221;16912
597;AH512;22-06-2018;CF12964;6;2;5;0;5;0;0;0;4;0;0;1;2;4.0;17323;16912
607;AH512;22-06-2018;CF12964;6;2;2;0;2;4;0;4;2;0;0;0;2;4.0;16957;16912
762;AH512;22-06-2018;CF12964;6;2;6;0;6;0;0;0;3;0;0;3;2;1.0;17043;16912
1056;AH512;22-06-2018;CF12964;6;2;6;0;6;0;0;0;6;0;0;0;3;4.0;16999;16912
1220;AH512;22-06-2018;CF12964;6;2;7;0;7;0;0;6;7;0;0;0;2;4.0;17269;16912
355;AH512;22-06-2018;CF12964;6;3;1;1;2;0;0;0;0;0;0;2;2;1.0;16938;16912
409;AH512;22-06-2018;CF12964;6;3;2;0;2;0;0;0;0;0;0;0;2;1.0;17016;16912
616;AH512;22-06-2018;CF12964;6;3;3;0;3;0;0;0;3;0;0;0;2;1.0;17229;16912
674;AH512;22-06-2018;CF12964;6;3;2;0;2;0;0;0;1;0;0;1;2;1.0;17289;16912
905;AH512;22-06-2018;CF12964;6;3;6;0;6;0;0;0;4;0;0;2;2;1.0;16962;16912
1221;AH512;22-06-2018;CF12964;6;3;3;0;3;0;0;0;2;0;0;1;2;1.0;17337;16912
861;BH514;22-06-2018;CF13014;1;0;16;0;16;17;0;18;6;0;0;5;1;4.0;1362;1361
417;BH514;22-06-2018;CF13014;1;1;7;0;7;0;0;16;7;0;0;0;3;4.0;1473;1361
863;BH514;22-06-2018;CF13014;1;1;7;0;7;9;0;10;2;0;0;0;3;4.0;1364;1361
883;BH514;22-06-2018;CF13014;1;1;6;0;6;13;0;21;1;0;0;0;3;4.0;1389;1361
898;BH514;22-06-2018;CF13014;1;1;7;0;7;14;0;18;0;0;0;3;3;4.0;1412;1361
953;BH514;22-06-2018;CF13014;1;1;6;0;6;0;0;8;4;0;0;2;2;4.0;1500;1361
125;BH514;22-06-2018;CF13014;1;2;3;0;3;7;0;9;2;0;0;0;2;4.0;1398;1361
869;BH514;22-06-2018;CF13014;1;2;4;0;4;0;0;0;0;0;0;0;3;1.0;1371;1361
873;BH514;22-06-2018;CF13014;1;2;5;0;5;0;0;0;1;0;0;0;2;1.0;1378;1361
909;BH514;22-06-2018;CF13014;1;2;3;0;3;6;0;8;2;0;0;0;2;4.0;1426;1361
949;BH514;22-06-2018;CF13014;1;2;1;0;1;0;0;0;1;0;0;0;2;1.0;1493;1361
966;BH514;22-06-2018;CF13014;1;2;1;0;1;0;0;0;1;0;0;0;2;1.0;1517;1361
892;BH514;22-06-2018;CF13014;1;3;3;0;3;0;0;0;0;0;0;0;2;1.0;1404;1361
912;BH514;22-06-2018;CF13014;1;3;3;0;3;0;0;0;0;0;0;0;2;1.0;1432;1361
973;BH514;22-06-2018;CF13014;2;0;18;0;18;16;0;17;5;0;0;8;1;4.0;1525;1524
975;BH514;22-06-2018;CF13014;2;1;18;0;18;20;0;21;5;0;0;13;3;4.0;1527;1524
1029;BH514;22-06-2018;CF13014;2;1;8;0;8;17;0;19;6;0;0;2;3;4.0;1632;1524
1071;BH514;22-06-2018;CF13014;2;1;14;0;14;0;0;0;13;0;0;1;3;1.0;1701;1524
1100;BH514;22-06-2018;CF13014;2;1;11;0;11;12;0;14;8;0;0;3;3;4.0;1749;1524
1142;BH514;22-06-2018;CF13014;2;1;1;0;1;0;0;0;0;0;0;0;3;1.0;1833;1524
1149;BH514;22-06-2018;CF13014;2;1;8;0;8;0;0;9;7;0;0;1;3;4.0;1843;1524
1169;BH514;22-06-2018;CF13014;2;1;7;0;7;0;0;11;3;0;0;0;2;4.0;1876;1524
606;BH514;22-06-2018;CF13014;2;2;1;0;1;0;0;0;1;0;0;0;2;1.0;1866;1524
999;BH514;22-06-2018;CF13014;2;2;8;0;8;0;0;0;8;0;0;0;3;1.0;1577;1524
1014;BH514;22-06-2018;CF13014;2;2;8;0;8;0;0;0;6;0;0;2;2;1.0;1604;1524
1044;BH514;22-06-2018;CF13014;2;2;7;0;7;0;0;0;7;0;0;0;3;1.0;1652;1524
1059;BH514;22-06-2018;CF13014;2;2;7;0;7;0;0;0;7;0;0;0;2;1.0;1676;1524
1084;BH514;22-06-2018;CF13014;2;2;3;0;3;0;0;0;0;0;0;0;3;1.0;1721;1524
1113;BH514;22-06-2018;CF13014;2;2;2;0;2;0;0;0;0;0;0;2;3;1.0;1778;1524
1117;BH514;22-06-2018;CF13014;2;2;6;0;6;0;0;0;6;0;0;0;2;1.0;1787;1524
1174;BH514;22-06-2018;CF13014;2;2;1;0;1;0;0;0;0;0;0;0;2;1.0;1888;1524
1179;BH514;22-06-2018;CF13014;3;0;24;0;24;18;0;23;7;0;0;11;1;4.0;1894;1893
57;BH514;22-06-2018;CF13014;3;1;4;0;4;1;0;3;1;0;0;0;3;4.0;2148;1893
64;BH514;22-06-2018;CF13014;3;1;7;0;7;0;0;8;4;0;0;1;3;4.0;2160;1893
85;BH514;22-06-2018;CF13014;3;1;11;0;11;0;0;11;11;0;0;0;3;4.0;2183;1893
116;BH514;22-06-2018;CF13014;3;1;3;0;3;9;0;10;3;0;0;0;2;4.0;2231;1893
1180;BH514;22-06-2018;CF13014;3;1;17;0;17;15;0;19;10;0;0;5;3;4.0;1896;1893
1246;BH514;22-06-2018;CF13014;3;1;8;0;8;0;0;0;3;0;0;0;3;1.0;2015;1893
1257;BH514;22-06-2018;CF13014;3;1;13;0;13;14;0;14;4;0;0;3;3;4.0;2032;1893
5;BH514;22-06-2018;CF13014;3;2;4;0;4;7;0;12;2;0;0;0;3;4.0;2056;1893
16;BH514;22-06-2018;CF13014;3;2;7;0;7;0;0;0;4;0;0;1;3;1.0;2072;1893
25;BH514;22-06-2018;CF13014;3;2;7;0;7;0;0;8;6;0;0;0;2;4.0;2092;1893
78;BH514;22-06-2018;CF13014;3;2;1;0;1;0;0;0;0;0;0;1;2;1.0;2176;1893
99;BH514;22-06-2018;CF13014;3;2;3;0;3;0;0;0;2;0;0;1;3;1.0;2200;1893
112;BH514;22-06-2018;CF13014;3;2;1;0;1;0;0;0;0;0;0;1;2;1.0;2224;1893
118;BH514;22-06-2018;CF13014;3;2;1;0;1;0;0;0;1;0;0;0;3;1.0;2233;1893
121;BH514;22-06-2018;CF13014;3;2;2;0;2;0;0;0;0;0;0;1;3;1.0;2239;1893
126;BH514;22-06-2018;CF13014;3;2;6;0;6;0;0;0;6;0;0;0;2;1.0;2246;1893
635;BH514;22-06-2018;CF13014;3;2;9;0;9;0;0;7;8;0;0;0;3;4.0;1943;1893
1223;BH514;22-06-2018;CF13014;3;2;8;0;8;0;0;7;7;0;0;0;2;4.0;1971;1893
9;BH514;22-06-2018;CF13014;3;3;3;0;3;0;0;0;0;0;0;1;2;1.0;2063;1893
37;BH514;22-06-2018;CF13014;3;3;1;0;1;0;0;0;0;0;0;1;2;1.0;2110;1893
140;BH514;22-06-2018;CF13014;4;0;20;0;20;15;0;18;8;0;0;6;1;4.0;2269;2268
141;BH514;22-06-2018;CF13014;4;1;6;0;6;0;0;0;0;0;0;0;3;1.0;2271;2268
147;BH514;22-06-2018;CF13014;4;1;7;0;7;9;0;10;1;0;0;0;3;4.0;2280;2268
165;BH514;22-06-2018;CF13014;4;1;8;0;8;10;0;12;4;0;0;3;3;4.0;2302;2268
193;BH514;22-06-2018;CF13014;4;1;10;0;10;0;0;0;6;0;0;2;3;1.0;2346;2268
212;BH514;22-06-2018;CF13014;4;1;11;0;11;10;0;10;7;0;0;2;3;4.0;2375;2268
255;BH514;22-06-2018;CF13014;4;1;7;0;7;13;0;20;7;0;0;0;3;4.0;2455;2268
310;BH514;22-06-2018;CF13014;4;1;7;0;7;0;0;13;7;0;0;0;3;4.0;2533;2268
326;BH514;22-06-2018;CF13014;4;1;8;0;8;0;0;11;8;0;0;0;2;4.0;2557;2268
154;BH514;22-06-2018;CF13014;4;2;4;0;4;0;0;0;2;0;0;1;2;1.0;2288;2268
179;BH514;22-06-2018;CF13014;4;2;6;0;6;0;0;8;3;0;0;1;2;4.0;2325;2268
229;BH514;22-06-2018;CF13014;4;2;7;0;7;0;0;8;7;0;0;0;3;4.0;2404;2268
245;BH514;22-06-2018;CF13014;4;2;7;0;7;0;0;9;4;0;0;1;2;4.0;2428;2268
273;BH514;22-06-2018;CF13014;4;2;6;0;6;0;0;0;6;0;0;0;2;1.0;2475;2268
342;BH514;22-06-2018;CF13014;4;2;1;0;1;0;0;0;0;0;0;0;2;1.0;2580;2268
188;BH514;22-06-2018;CF13014;4;3;1;0;1;0;0;0;1;0;0;0;2;1.0;2338;2268
247;BH514;22-06-2018;CF13014;4;3;3;0;3;0;0;0;0;0;0;0;3;1.0;2431;2268
259;BH514;22-06-2018;CF13014;4;3;1;0;1;0;0;0;1;0;0;0;2;1.0;2447;2268
346;BH514;22-06-2018;CF13014;5;0;17;0;17;18;0;20;4;0;0;8;1;4.0;2586;2585
376;BH514;22-06-2018;CF13014;5;1;6;0;6;7;0;9;5;0;0;1;3;4.0;2634;2585
396;BH514;22-06-2018;CF13014;5;1;8;0;8;9;0;14;7;0;0;0;3;4.0;2663;2585
443;BH514;22-06-2018;CF13014;5;1;4;0;4;7;0;7;2;0;0;0;3;4.0;2733;2585
459;BH514;22-06-2018;CF13014;5;1;4;0;4;8;0;8;4;0;0;0;2;4.0;2756;2585
758;BH514;22-06-2018;CF13014;5;1;8;0;8;11;0;16;2;0;0;6;3;4.0;2588;2585
139;BH514;22-06-2018;CF13014;5;2;4;0;4;0;0;0;0;0;0;0;2;1.0;2767;2585
360;BH514;22-06-2018;CF13014;5;2;7;0;7;0;0;0;6;0;0;0;2;1.0;2611;2585
387;BH514;22-06-2018;CF13014;5;2;6;0;6;0;0;0;1;0;0;0;2;1.0;2651;2585
412;BH514;22-06-2018;CF13014;5;2;5;0;5;0;0;0;1;0;0;0;2;4.0;2686;2585
448;BH514;22-06-2018;CF13014;5;2;4;0;4;0;0;0;0;0;0;0;3;1.0;2739;2585
451;BH514;22-06-2018;CF13014;5;2;4;0;4;0;0;0;1;0;0;0;2;4.0;2746;2585
469;BH514;22-06-2018;CF13014;6;0;14;0;14;23;0;29;3;0;0;5;1;4.0;2776;2775
471;BH514;22-06-2018;CF13014;6;1;8;0;8;10;0;18;8;0;0;0;3;4.0;2778;2775
490;BH514;22-06-2018;CF13014;6;1;9;0;9;8;0;11;4;0;0;3;3;4.0;2811;2775
569;BH514;22-06-2018;CF13014;6;1;15;0;15;17;0;18;5;0;0;8;3;4.0;2938;2775
576;BH514;22-06-2018;CF13014;6;1;11;0;11;21;0;25;2;0;0;5;3;4.0;2881;2775
622;BH514;22-06-2018;CF13014;6;1;4;0;4;4;0;5;3;0;0;0;3;4.0;3038;2775
634;BH514;22-06-2018;CF13014;6;1;3;0;3;0;0;0;0;0;0;0;3;1.0;3059;2775
638;BH514;22-06-2018;CF13014;6;1;3;0;3;5;0;7;3;0;0;0;2;4.0;3065;2775
483;BH514;22-06-2018;CF13014;6;2;4;0;4;0;0;0;1;0;0;0;2;1.0;2801;2775
504;BH514;22-06-2018;CF13014;6;2;5;0;5;3;0;4;5;0;0;0;3;4.0;2834;2775
517;BH514;22-06-2018;CF13014;6;2;3;0;3;6;0;7;2;0;0;0;2;4.0;2858;2775
539;BH514;22-06-2018;CF13014;6;2;3;0;3;0;0;0;1;0;0;0;3;4.0;2898;2775
545;BH514;22-06-2018;CF13014;6;2;7;0;7;0;0;0;0;0;0;0;3;1.0;2907;2775
555;BH514;22-06-2018;CF13014;6;2;4;0;4;6;0;8;2;0;0;0;3;4.0;2920;2775
593;BH514;22-06-2018;CF13014;6;2;8;0;8;0;0;0;1;0;0;0;3;4.0;2979;2775
600;BH514;22-06-2018;CF13014;6;2;8;0;8;0;0;0;8;0;0;0;2;4.0;2992;2775
627;BH514;22-06-2018;CF13014;6;2;3;0;3;0;0;0;1;0;0;0;2;1.0;3047;2775
645;BH514;22-06-2018;CF13014;6;2;2;0;2;0;0;0;0;0;0;0;2;1.0;3073;2775
511;BH514;22-06-2018;CF13014;6;3;2;0;2;0;0;0;2;0;0;0;2;1.0;2848;2775
520;BH514;22-06-2018;CF13014;6;3;4;0;4;0;0;0;3;0;0;0;2;4.0;2866;2775
561;BH514;22-06-2018;CF13014;6;3;3;0;3;0;0;0;1;0;0;0;2;1.0;2927;2775
199;BH515;22-06-2018;CF9041;1;0;18;0;18;0;0;0;0;0;0;0;1;4.0;8739;8738
353;BH515;22-06-2018;CF9041;1;1;7;0;7;1;0;7;0;0;0;0;3;4.0;8741;8738
374;BH515;22-06-2018;CF9041;1;1;3;0;3;5;0;5;0;0;0;0;3;4.0;8776;8738
389;BH515;22-06-2018;CF9041;1;1;5;0;5;1;0;4;0;0;0;0;3;4.0;8798;8738
414;BH515;22-06-2018;CF9041;1;1;9;0;9;3;0;7;2;0;0;5;3;4.0;8833;8738
462;BH515;22-06-2018;CF9041;1;1;2;0;2;6;0;7;1;0;0;0;3;4.0;8909;8738
477;BH515;22-06-2018;CF9041;1;1;2;0;2;4;0;4;0;0;0;0;2;4.0;8933;8738
357;BH515;22-06-2018;CF9041;1;2;2;0;2;3;0;4;0;0;0;0;2;4.0;8749;8738
378;BH515;22-06-2018;CF9041;1;2;6;0;6;0;0;4;4;0;0;0;2;4.0;8780;8738
427;BH515;22-06-2018;CF9041;1;2;2;0;2;5;0;6;0;0;0;0;3;4.0;8856;8738
435;BH515;22-06-2018;CF9041;1;2;2;0;2;5;0;5;1;0;0;0;2;4.0;8867;8738
465;BH515;22-06-2018;CF9041;1;2;4;0;4;3;0;3;0;0;0;0;2;4.0;8914;8738
478;BH515;22-06-2018;CF9041;1;2;5;0;5;5;0;5;4;0;0;0;2;4.0;8936;8738
1024;BH515;22-06-2018;CF9041;1;2;3;0;3;3;0;4;0;0;0;0;2;4.0;8804;8738
170;BH515;22-06-2018;CF9041;1;3;5;1;6;0;0;0;6;0;0;0;2;4.0;8874;8738
359;BH515;22-06-2018;CF9041;1;3;5;0;5;0;0;5;4;0;0;0;2;4.0;8752;8738
486;BH515;22-06-2018;CF9041;1;3;2;0;2;0;0;0;2;0;0;0;2;4.0;8950;8738
524;BH515;22-06-2018;CF9041;1;3;2;0;2;0;0;0;0;0;0;0;3;1.0;8869;8738
1018;BH515;22-06-2018;CF9041;1;3;2;1;3;0;0;0;3;0;0;0;2;3.0;8919;8738
1042;BH515;22-06-2018;CF9041;1;3;5;0;5;2;0;4;4;0;0;0;2;4.0;8808;8738
1160;BH515;22-06-2018;CF9041;1;3;2;0;2;0;0;0;1;0;0;0;2;3.0;8859;8738
408;BH515;22-06-2018;CF9041;1;4;2;1;3;0;0;0;1;0;0;0;2;3.0;8822;8738
704;BH515;22-06-2018;CF9041;1;4;2;0;2;0;0;4;1;0;0;0;2;4.0;8766;8738
494;BH515;22-06-2018;CF9041;2;0;21;0;21;0;0;0;7;0;0;8;1;4.0;8962;8961
499;BH515;22-06-2018;CF9041;2;1;3;0;3;3;0;5;0;0;0;0;3;4.0;8973;8961
538;BH515;22-06-2018;CF9041;2;1;3;0;3;8;0;9;0;0;0;0;3;4.0;9041;8961
552;BH515;22-06-2018;CF9041;2;1;3;0;3;4;0;4;1;0;0;0;3;4.0;9060;8961
791;BH515;22-06-2018;CF9041;2;1;4;0;4;4;0;4;1;0;0;0;3;4.0;9082;8961
858;BH515;22-06-2018;CF9041;2;1;3;0;3;6;0;7;0;0;0;0;3;4.0;9101;8961
944;BH515;22-06-2018;CF9041;2;1;2;0;2;6;0;6;0;0;0;0;2;4.0;9122;8961
503;BH515;22-06-2018;CF9041;2;2;7;0;7;0;0;2;7;0;0;0;2;4.0;8977;8961
541;BH515;22-06-2018;CF9041;2;2;3;2;5;0;0;0;3;0;0;0;2;4.0;9045;8961
557;BH515;22-06-2018;CF9041;2;2;2;1;3;0;0;0;3;0;0;0;2;4.0;9066;8961
572;BH515;22-06-2018;CF9041;2;2;3;1;4;0;0;0;2;0;0;0;2;3.0;9089;8961
594;BH515;22-06-2018;CF9041;2;2;6;0;6;4;0;4;5;0;0;0;2;4.0;9125;8961
877;BH515;22-06-2018;CF9041;2;2;5;0;5;0;0;0;0;0;0;0;2;4.0;9105;8961
70;BH515;22-06-2018;CF9041;2;3;2;0;2;1;0;2;2;0;0;0;2;4.0;9142;8961
515;BH515;22-06-2018;CF9041;2;3;2;0;2;0;0;0;2;0;0;0;2;1.0;8997;8961
586;BH515;22-06-2018;CF9041;2;3;1;1;2;0;0;0;1;0;0;1;2;4.0;9111;8961
