;Genotype;date;modality;plant;order;nb_visible_leaves;nb_foliar_primordia;nb_total_leaves;nb_open_flowers;nb_aborted_flowers;nb_total_flowers;nb_vegetative_bud;nb_initiated_bud;nb_floral_bud;nb_stolons;type_of_crown;crown_status;vid;plant_vid
611;BH515;22-06-2018;CF9041;3;0;16;0;16;0;0;0;0;0;0;11;1;4.0;9154;9153
612;BH515;22-06-2018;CF9041;3;1;14;0;14;0;0;8;8;0;0;4;3;4.0;9156;9153
659;BH515;22-06-2018;CF9041;3;1;3;0;3;0;0;0;1;0;0;0;3;4.0;9242;9153
687;BH515;22-06-2018;CF9041;3;1;2;0;2;5;0;5;0;0;0;0;3;4.0;9284;9153
709;BH515;22-06-2018;CF9041;3;1;3;0;3;0;0;0;1;0;0;0;3;4.0;9313;9153
729;BH515;22-06-2018;CF9041;3;1;2;0;2;6;0;6;0;0;0;0;2;4.0;9341;9153
493;BH515;22-06-2018;CF9041;3;2;6;0;6;0;0;0;2;0;0;0;2;4.0;9344;9153
629;BH515;22-06-2018;CF9041;3;2;3;0;3;7;0;7;1;0;0;0;3;4.0;9194;9153
662;BH515;22-06-2018;CF9041;3;2;4;0;4;0;0;0;0;0;0;0;2;1.0;9246;9153
690;BH515;22-06-2018;CF9041;3;2;6;0;6;0;0;3;5;0;0;0;2;4.0;9287;9153
712;BH515;22-06-2018;CF9041;3;2;3;0;3;0;0;0;0;0;0;0;3;1.0;9316;9153
717;BH515;22-06-2018;CF9041;3;2;5;0;5;0;0;0;1;0;0;0;2;4.0;9322;9153
1252;BH515;22-06-2018;CF9041;3;2;4;0;4;7;0;7;2;0;0;0;2;4.0;9212;9153
28;BH515;22-06-2018;CF9041;3;3;5;1;6;0;0;0;2;0;0;0;2;4.0;9224;9153
633;BH515;22-06-2018;CF9041;3;3;5;1;6;0;0;0;1;0;0;0;2;4.0;9200;9153
646;BH515;22-06-2018;CF9041;3;3;3;0;3;0;0;0;0;0;0;0;3;1.0;9218;9153
738;BH515;22-06-2018;CF9041;3;3;3;0;3;0;0;3;2;0;0;0;2;4.0;9355;9153
1053;BH515;22-06-2018;CF9041;3;3;2;0;2;0;0;0;2;0;0;0;2;4.0;9330;9153
746;BH515;22-06-2018;CF9041;4;0;17;0;17;2;0;6;8;0;0;4;1;4.0;9368;9367
748;BH515;22-06-2018;CF9041;4;1;5;0;5;2;0;6;2;0;0;0;3;4.0;9370;9367
798;BH515;22-06-2018;CF9041;4;1;1;0;1;0;0;0;0;0;0;0;3;4.0;9448;9367
902;BH515;22-06-2018;CF9041;4;1;2;0;2;4;0;6;1;0;0;0;3;4.0;9610;9367
924;BH515;22-06-2018;CF9041;4;1;3;0;3;0;0;0;2;0;0;0;3;1.0;9643;9367
930;BH515;22-06-2018;CF9041;4;1;2;0;2;3;0;5;1;0;0;0;2;4.0;9653;9367
1116;BH515;22-06-2018;CF9041;4;1;7;0;7;3;0;5;3;0;0;2;3;4.0;9513;9367
750;BH515;22-06-2018;CF9041;4;2;3;0;3;4;0;4;2;0;0;0;3;4.0;9372;9367
782;BH515;22-06-2018;CF9041;4;2;3;0;3;5;0;5;2;0;0;0;2;4.0;9423;9367
800;BH515;22-06-2018;CF9041;4;2;7;0;7;4;0;6;3;0;0;2;2;4.0;9450;9367
932;BH515;22-06-2018;CF9041;4;2;6;0;6;4;0;4;5;0;0;0;2;4.0;9658;9367
1166;BH515;22-06-2018;CF9041;4;2;3;0;3;3;0;5;3;0;0;0;3;4.0;9405;9367
1173;BH515;22-06-2018;CF9041;4;2;3;0;3;4;0;6;2;0;0;0;3;4.0;9530;9367
1247;BH515;22-06-2018;CF9041;4;2;3;0;3;4;0;4;2;0;0;0;2;4.0;9552;9367
1259;BH515;22-06-2018;CF9041;4;2;5;0;5;4;0;4;4;0;0;0;2;4.0;9615;9367
39;BH515;22-06-2018;CF9041;4;3;2;0;2;0;0;0;2;0;0;0;2;1.0;9413;9367
276;BH515;22-06-2018;CF9041;4;3;2;1;3;0;0;2;2;0;0;1;2;4.0;9629;9367
755;BH515;22-06-2018;CF9041;4;3;3;0;3;3;0;3;2;0;0;0;2;4.0;9380;9367
788;BH515;22-06-2018;CF9041;4;3;3;1;4;0;0;0;4;0;0;0;2;3.0;9431;9367
810;BH515;22-06-2018;CF9041;4;3;3;0;3;0;0;0;3;0;0;0;3;4.0;9467;9367
820;BH515;22-06-2018;CF9041;4;3;3;0;3;5;0;5;2;0;0;0;2;4.0;9484;9367
853;BH515;22-06-2018;CF9041;4;3;3;1;4;0;0;0;3;0;0;0;2;3.0;9538;9367
867;BH515;22-06-2018;CF9041;4;3;4;0;4;0;0;0;4;0;0;0;2;4.0;9560;9367
942;BH515;22-06-2018;CF9041;4;3;2;1;3;1;0;6;2;0;0;0;2;4.0;9675;9367
825;BH515;22-06-2018;CF9041;4;4;5;0;5;0;0;0;4;0;0;1;2;3.0;9492;9367
1187;BH515;22-06-2018;CF9041;4;4;4;0;4;0;0;0;2;0;0;0;2;1.0;9386;9367
1199;BH515;22-06-2018;CF9041;4;4;3;0;3;0;0;0;1;0;0;0;2;1.0;9475;9367
82;BH515;22-06-2018;CF9041;5;0;17;0;17;1;0;3;6;0;0;3;1;4.0;9688;9687
151;BH515;22-06-2018;CF9041;5;1;2;0;2;5;0;6;1;0;0;0;3;4.0;9958;9687
952;BH515;22-06-2018;CF9041;5;1;6;0;6;1;0;6;4;0;0;0;3;4.0;9690;9687
985;BH515;22-06-2018;CF9041;5;1;3;0;3;0;0;0;2;0;0;0;3;4.0;9746;9687
1000;BH515;22-06-2018;CF9041;5;1;10;0;10;4;0;8;5;0;0;1;3;4.0;9771;9687
1077;BH515;22-06-2018;CF9041;5;1;4;0;4;2;0;2;3;0;0;0;3;4.0;9900;9687
1123;BH515;22-06-2018;CF9041;5;1;2;0;2;0;0;0;2;0;0;0;3;4.0;9991;9687
1135;BH515;22-06-2018;CF9041;5;1;6;1;7;0;0;4;6;0;0;0;3;4.0;10016;9687
1151;BH515;22-06-2018;CF9041;5;1;7;0;7;4;0;4;6;0;0;0;2;4.0;10038;9687
631;BH515;22-06-2018;CF9041;5;2;2;1;3;0;0;0;3;0;0;0;2;4.0;10058;9687
632;BH515;22-06-2018;CF9041;5;2;5;0;5;0;0;3;5;0;0;0;2;4.0;9963;9687
962;BH515;22-06-2018;CF9041;5;2;4;0;4;3;0;3;2;0;0;0;3;4.0;9704;9687
974;BH515;22-06-2018;CF9041;5;2;3;0;3;4;0;4;2;0;0;0;2;4.0;9718;9687
992;BH515;22-06-2018;CF9041;5;2;4;1;5;0;0;0;3;0;0;1;2;3.0;9754;9687
1007;BH515;22-06-2018;CF9041;5;2;2;0;2;6;0;6;0;0;0;0;3;4.0;9785;9687
1038;BH515;22-06-2018;CF9041;5;2;2;0;2;4;0;6;1;0;0;0;3;4.0;9836;9687
1054;BH515;22-06-2018;CF9041;5;2;2;0;2;4;0;6;1;0;0;0;2;4.0;9863;9687
1082;BH515;22-06-2018;CF9041;5;2;4;0;4;0;0;0;1;0;0;0;3;1.0;9908;9687
1087;BH515;22-06-2018;CF9041;5;2;7;0;7;0;0;4;6;0;0;0;2;4.0;9917;9687
1124;BH515;22-06-2018;CF9041;5;2;4;0;4;0;0;0;3;0;0;0;3;1.0;9993;9687
1131;BH515;22-06-2018;CF9041;5;2;2;0;2;0;0;0;2;0;0;0;2;1.0;10006;9687
1241;BH515;22-06-2018;CF9041;5;2;4;0;4;6;0;6;3;0;0;0;3;4.0;9806;9687
967;BH515;22-06-2018;CF9041;5;3;3;0;3;0;0;0;0;0;0;0;2;1.0;9711;9687
979;BH515;22-06-2018;CF9041;5;3;4;1;5;0;0;0;5;0;0;0;2;3.0;9726;9687
989;BH515;22-06-2018;CF9041;5;3;3;0;3;0;0;0;3;0;0;0;2;4.0;9817;9687
1009;BH515;22-06-2018;CF9041;5;3;6;0;6;0;0;0;4;0;0;0;2;4.0;9788;9687
1073;BH515;22-06-2018;CF9041;5;3;6;0;6;0;0;0;6;0;0;0;2;4.0;9841;9687
1162;BH515;22-06-2018;CF9041;5;3;6;0;6;4;0;4;5;0;0;0;2;4.0;9868;9687
1066;BH515;22-06-2018;CF9041;5;4;2;1;3;0;0;3;3;0;0;0;2;4.0;9885;9687
907;BH515;22-06-2018;CF9041;6;0;22;0;22;3;0;10;10;0;0;5;1;4.0;10072;10071
4;BH515;22-06-2018;CF9041;6;1;2;0;2;4;0;4;1;0;0;0;3;4.0;10247;10071
22;BH515;22-06-2018;CF9041;6;1;2;0;2;5;0;5;0;0;0;0;3;4.0;10280;10071
340;BH515;22-06-2018;CF9041;6;1;2;0;2;5;0;6;1;0;0;0;2;4.0;10315;10071
994;BH515;22-06-2018;CF9041;6;1;3;0;3;2;0;4;2;0;0;0;3;4.0;10145;10071
1047;BH515;22-06-2018;CF9041;6;1;6;0;6;4;0;5;6;0;0;0;3;4.0;10175;10071
1171;BH515;22-06-2018;CF9041;6;1;4;0;4;3;0;5;3;0;0;0;3;4.0;10074;10071
1194;BH515;22-06-2018;CF9041;6;1;5;0;5;1;0;5;4;0;0;0;3;4.0;10108;10071
7;BH515;22-06-2018;CF9041;6;2;4;0;4;2;0;2;3;0;0;0;2;4.0;10252;10071
29;BH515;22-06-2018;CF9041;6;2;5;0;5;0;0;0;4;0;0;0;2;4.0;10290;10071
862;BH515;22-06-2018;CF9041;6;2;5;0;5;0;0;0;5;0;0;0;2;4.0;10320;10071
969;BH515;22-06-2018;CF9041;6;2;3;0;3;5;0;5;1;0;0;0;2;4.0;10122;10071
1128;BH515;22-06-2018;CF9041;6;2;5;1;6;1;0;6;6;0;0;0;2;4.0;10153;10071
1178;BH515;22-06-2018;CF9041;6;2;2;0;2;6;0;6;1;0;0;0;2;4.0;10085;10071
1237;BH515;22-06-2018;CF9041;6;2;3;1;4;0;0;0;4;0;0;0;2;1.0;10192;10071
15;BH515;22-06-2018;CF9041;6;3;2;0;2;0;0;0;2;0;0;0;2;4.0;10263;10071
665;BH515;22-06-2018;CF9041;6;3;4;0;4;0;0;4;4;0;0;0;2;4.0;10128;10071
1182;BH515;22-06-2018;CF9041;6;3;5;0;5;0;0;0;4;0;0;0;2;4.0;10090;10071
649;BH516;22-06-2018;CF12074;1;0;11;0;11;4;0;6;0;0;0;0;1;4.0;3080;3079
651;BH516;22-06-2018;CF12074;1;1;5;0;5;7;0;7;3;0;0;0;3;4.0;3082;3079
689;BH516;22-06-2018;CF12074;1;1;4;0;4;4;0;6;2;0;0;0;3;4.0;3142;3079
722;BH516;22-06-2018;CF12074;1;1;7;0;7;8;0;9;5;0;0;0;3;4.0;3183;3079
756;BH516;22-06-2018;CF12074;1;1;8;0;8;3;0;11;4;0;0;2;3;4.0;3237;3079
797;BH516;22-06-2018;CF12074;1;1;3;0;3;4;0;4;1;0;0;0;3;4.0;3303;3079
811;BH516;22-06-2018;CF12074;1;1;2;0;2;6;0;6;0;0;0;0;2;4.0;3324;3079
656;BH516;22-06-2018;CF12074;1;2;5;0;5;0;0;5;4;0;0;0;3;4.0;3093;3079
672;BH516;22-06-2018;CF12074;1;2;5;0;5;0;0;5;4;0;0;0;2;4.0;3117;3079
695;BH516;22-06-2018;CF12074;1;2;3;0;3;2;0;6;1;0;0;0;3;4.0;3150;3079
702;BH516;22-06-2018;CF12074;1;2;2;0;2;5;0;5;1;0;0;0;2;4.0;3160;3079
731;BH516;22-06-2018;CF12074;1;2;5;0;5;1;0;3;4;0;0;1;3;4.0;3200;3079
743;BH516;22-06-2018;CF12074;1;2;5;0;5;3;0;4;4;0;0;1;2;4.0;3218;3079
766;BH516;22-06-2018;CF12074;1;2;3;0;3;7;0;7;0;0;0;0;3;4.0;3257;3079
780;BH516;22-06-2018;CF12074;1;2;2;0;2;2;0;5;0;0;0;0;2;4.0;3275;3079
801;BH516;22-06-2018;CF12074;1;2;4;0;4;0;0;0;2;0;0;1;2;4.0;3309;3079
814;BH516;22-06-2018;CF12074;1;2;4;0;4;1;0;4;1;0;0;3;2;4.0;3327;3079
666;BH516;22-06-2018;CF12074;1;3;1;1;2;0;0;0;2;0;0;0;2;3.0;3107;3079
682;BH516;22-06-2018;CF12074;1;3;1;1;2;0;0;0;1;0;0;1;2;4.0;3131;3079
697;BH516;22-06-2018;CF12074;1;3;2;0;2;0;0;0;0;0;0;0;2;1.0;3154;3079
705;BH516;22-06-2018;CF12074;1;3;4;0;4;3;0;3;3;0;0;1;2;4.0;3165;3079
769;BH516;22-06-2018;CF12074;1;3;3;0;3;2;0;3;1;0;0;2;2;4.0;3261;3079
781;BH516;22-06-2018;CF12074;1;3;4;0;4;0;0;0;3;0;0;1;2;4.0;3278;3079
808;BH516;22-06-2018;CF12074;1;3;1;0;1;0;0;0;0;0;0;0;2;1.0;3318;3079
715;BH516;22-06-2018;CF12074;1;4;1;0;1;0;0;0;0;0;0;0;2;1.0;3176;3079
775;BH516;22-06-2018;CF12074;1;4;1;0;1;0;0;0;0;0;0;0;2;1.0;3269;3079
828;BH516;22-06-2018;CF12074;1;4;1;0;1;0;0;0;0;0;0;1;2;1.0;3289;3079
822;BH516;22-06-2018;CF12074;2;0;17;0;17;6;0;8;1;0;0;6;1;4.0;3344;3343
823;BH516;22-06-2018;CF12074;2;1;14;0;14;0;0;0;2;0;0;9;3;4.0;3346;3343
884;BH516;22-06-2018;CF12074;2;1;2;0;2;6;0;10;0;0;0;0;3;4.0;3439;3343
919;BH516;22-06-2018;CF12074;2;1;9;0;9;6;0;8;0;0;0;0;3;4.0;3491;3343
957;BH516;22-06-2018;CF12074;2;1;3;0;3;6;0;6;0;0;0;0;3;4.0;3554;3343
987;BH516;22-06-2018;CF12074;2;1;3;0;3;6;0;6;0;0;0;0;3;4.0;3604;3343
996;BH516;22-06-2018;CF12074;2;1;2;0;2;6;0;6;0;0;0;0;3;4.0;3621;3343
1011;BH516;22-06-2018;CF12074;2;1;3;0;3;3;0;3;1;0;0;0;3;4.0;3647;3343
1025;BH516;22-06-2018;CF12074;2;1;3;0;3;6;0;7;0;0;0;0;2;4.0;3675;3343
838;BH516;22-06-2018;CF12074;2;2;4;0;4;0;0;4;1;0;0;0;3;4.0;3372;3343
843;BH516;22-06-2018;CF12074;2;2;4;0;4;4;0;4;0;0;0;0;3;4.0;3381;3343
868;BH516;22-06-2018;CF12074;2;2;3;0;3;6;0;6;0;0;0;0;2;4.0;3417;3343
885;BH516;22-06-2018;CF12074;2;2;4;0;4;4;0;4;0;0;0;0;3;4.0;3441;3343
903;BH516;22-06-2018;CF12074;2;2;3;0;3;4;0;5;1;0;0;0;2;4.0;3467;3343
925;BH516;22-06-2018;CF12074;2;2;11;0;11;3;0;4;1;0;0;0;2;4.0;3501;3343
960;BH516;22-06-2018;CF12074;2;2;5;0;5;3;0;5;4;0;0;1;2;4.0;3558;3343
990;BH516;22-06-2018;CF12074;2;2;5;0;5;0;0;2;2;0;0;0;2;4.0;3608;3343
998;BH516;22-06-2018;CF12074;2;2;5;0;5;0;0;5;2;0;0;0;2;4.0;3624;3343
1015;BH516;22-06-2018;CF12074;2;2;4;0;4;0;0;5;3;0;0;0;2;4.0;3653;3343
1028;BH516;22-06-2018;CF12074;2;2;3;0;3;0;0;5;0;0;0;0;2;4.0;3679;3343
847;BH516;22-06-2018;CF12074;2;3;4;0;4;0;0;5;3;0;0;0;2;4.0;3386;3343
871;BH516;22-06-2018;CF12074;2;3;3;0;3;0;0;4;1;0;0;0;2;4.0;3421;3343
888;BH516;22-06-2018;CF12074;2;3;5;0;5;1;0;3;1;0;0;0;2;4.0;3446;3343
908;BH516;22-06-2018;CF12074;2;3;3;0;3;0;0;0;2;0;0;0;2;4.0;3473;3343
926;BH516;22-06-2018;CF12074;2;3;4;0;4;0;0;0;0;0;0;0;3;1.0;3504;3343
931;BH516;22-06-2018;CF12074;2;3;4;0;4;0;0;4;2;0;0;1;3;4.0;3511;3343
945;BH516;22-06-2018;CF12074;2;3;5;0;5;0;0;0;5;0;0;0;2;4.0;3534;3343
972;BH516;22-06-2018;CF12074;2;3;2;0;2;0;0;0;0;0;0;2;2;1.0;3572;3343
1003;BH516;22-06-2018;CF12074;2;3;1;1;2;0;0;0;2;0;0;0;2;3.0;3634;3343
1019;BH516;22-06-2018;CF12074;2;3;1;1;2;1;0;3;1;0;0;1;2;4.0;3664;3343
1031;BH516;22-06-2018;CF12074;2;3;1;1;2;0;0;0;2;0;0;0;3;3.0;3682;3343
1037;BH516;22-06-2018;CF12074;2;3;1;1;2;0;0;0;2;0;0;0;2;4.0;3691;3343
854;BH516;22-06-2018;CF12074;2;4;1;1;2;0;0;0;2;0;0;0;2;3.0;3397;3343
874;BH516;22-06-2018;CF12074;2;4;2;0;2;1;0;3;1;0;0;1;2;4.0;3427;3343
891;BH516;22-06-2018;CF12074;2;4;2;0;2;0;0;0;0;0;0;0;3;1.0;3451;3343
895;BH516;22-06-2018;CF12074;2;4;2;0;2;2;0;3;2;0;0;0;2;4.0;3456;3343
913;BH516;22-06-2018;CF12074;2;4;2;0;2;3;0;4;1;0;0;0;2;4.0;3481;3343
934;BH516;22-06-2018;CF12074;2;4;1;0;1;0;0;0;0;0;0;0;3;1.0;3517;3343
937;BH516;22-06-2018;CF12074;2;4;2;0;2;0;0;0;0;0;0;0;2;1.0;3521;3343
1045;BH516;22-06-2018;CF12074;3;0;21;0;21;4;0;8;6;0;0;6;1;4.0;3703;3702
308;BH516;22-06-2018;CF12074;3;1;4;0;4;7;0;7;0;0;0;0;3;4.0;3835;3702
1046;BH516;22-06-2018;CF12074;3;1;7;0;7;7;0;9;2;0;0;3;3;4.0;3705;3702
1081;BH516;22-06-2018;CF12074;3;1;12;0;12;5;0;7;0;0;0;2;3;4.0;3763;3702
1130;BH516;22-06-2018;CF12074;3;1;7;0;7;3;0;7;5;0;0;0;3;4.0;3859;3702
1170;BH516;22-06-2018;CF12074;3;1;8;0;8;0;0;0;1;0;0;3;3;1.0;3928;3702
1198;BH516;22-06-2018;CF12074;3;1;3;0;3;6;0;6;0;0;0;0;3;4.0;3975;3702
1217;BH516;22-06-2018;CF12074;3;1;3;0;3;7;0;7;0;0;0;0;3;4.0;4005;3702
1228;BH516;22-06-2018;CF12074;3;1;3;0;3;5;0;5;2;0;0;0;3;4.0;4031;3702
1248;BH516;22-06-2018;CF12074;3;1;2;0;2;10;0;10;1;0;0;0;2;4.0;4067;3702
51;BH516;22-06-2018;CF12074;3;2;2;0;2;3;0;3;0;0;0;0;3;4.0;3769;3702
1057;BH516;22-06-2018;CF12074;3;2;3;0;3;5;0;5;2;0;0;0;3;4.0;3722;3702
1065;BH516;22-06-2018;CF12074;3;2;3;0;3;6;0;6;0;0;0;1;2;4.0;3739;3702
1103;BH516;22-06-2018;CF12074;3;2;3;0;3;5;0;5;2;0;0;0;2;4.0;3804;3702
1120;BH516;22-06-2018;CF12074;3;2;5;0;5;6;0;6;1;0;0;3;2;4.0;3840;3702
1139;BH516;22-06-2018;CF12074;3;2;4;0;4;6;0;6;3;0;0;0;3;4.0;3876;3702
1156;BH516;22-06-2018;CF12074;3;2;4;0;4;4;0;6;2;0;0;1;2;4.0;3903;3702
1201;BH516;22-06-2018;CF12074;3;2;5;0;5;3;0;5;2;0;0;2;2;4.0;3979;3702
1219;BH516;22-06-2018;CF12074;3;2;6;0;6;0;0;0;6;0;0;0;2;4.0;4009;3702
1231;BH516;22-06-2018;CF12074;3;2;6;0;6;5;0;6;5;0;0;1;2;4.0;4039;3702
1251;BH516;22-06-2018;CF12074;3;2;5;0;5;0;0;5;5;0;0;0;2;4.0;4072;3702
1062;BH516;22-06-2018;CF12074;3;3;3;0;3;0;0;5;1;0;0;0;2;4.0;3730;3702
1068;BH516;22-06-2018;CF12074;3;3;4;0;4;0;0;8;1;0;0;2;2;4.0;3745;3702
1086;BH516;22-06-2018;CF12074;3;3;6;0;6;0;0;6;4;0;0;2;2;4.0;3772;3702
1105;BH516;22-06-2018;CF12074;3;3;2;0;2;0;0;0;0;0;0;0;3;1.0;3809;3702
1109;BH516;22-06-2018;CF12074;3;3;6;0;6;0;0;5;5;0;0;0;2;4.0;3814;3702
1126;BH516;22-06-2018;CF12074;3;3;2;0;2;0;0;0;0;0;0;0;2;1.0;3852;3702
1145;BH516;22-06-2018;CF12074;3;3;3;0;3;0;0;4;3;0;0;0;2;4.0;3887;3702
1163;BH516;22-06-2018;CF12074;3;3;3;0;3;1;0;4;3;0;0;0;2;4.0;3914;3702
1210;BH516;22-06-2018;CF12074;3;3;3;0;3;0;0;0;0;0;0;3;2;1.0;3991;3702
1261;BH516;22-06-2018;CF12074;3;3;1;0;1;0;0;0;0;0;0;1;2;1.0;4086;3702
1075;BH516;22-06-2018;CF12074;3;4;1;0;1;0;0;0;0;0;0;1;2;1.0;3754;3702
1152;BH516;22-06-2018;CF12074;3;4;1;0;1;0;0;0;0;0;0;1;2;1.0;3895;3702
1266;BH516;22-06-2018;CF12074;4;0;19;0;19;7;0;13;5;0;0;9;1;4.0;4095;4094
0;BH516;22-06-2018;CF12074;4;1;9;0;9;8;0;9;3;0;0;4;3;4.0;4097;4094
41;BH516;22-06-2018;CF12074;4;1;9;0;9;6;0;12;7;0;0;0;3;4.0;4167;4094
122;BH516;22-06-2018;CF12074;4;1;4;0;4;4;0;4;2;0;0;0;3;4.0;4288;4094
137;BH516;22-06-2018;CF12074;4;1;3;0;3;6;0;6;2;0;0;0;3;4.0;4311;4094
159;BH516;22-06-2018;CF12074;4;1;3;0;3;5;0;5;0;0;0;0;2;4.0;4342;4094
23;BH516;22-06-2018;CF12074;4;2;2;0;2;6;0;6;1;0;0;0;2;4.0;4138;4094
54;BH516;22-06-2018;CF12074;4;2;3;0;3;6;0;6;2;0;0;0;3;4.0;4190;4094
75;BH516;22-06-2018;CF12074;4;2;2;0;2;6;0;6;0;0;0;0;2;4.0;4220;4094
93;BH516;22-06-2018;CF12074;4;2;3;0;3;0;0;0;3;0;0;0;3;4.0;4120;4094
129;BH516;22-06-2018;CF12074;4;2;3;0;3;0;0;4;2;0;0;0;2;4.0;4297;4094
162;BH516;22-06-2018;CF12074;4;2;5;0;5;0;0;5;1;0;0;4;2;4.0;4346;4094
444;BH516;22-06-2018;CF12074;4;2;4;0;4;6;0;6;4;0;0;0;2;4.0;4319;4094
19;BH516;22-06-2018;CF12074;4;3;2;0;2;0;0;0;0;0;0;2;2;1.0;4128;4094
27;BH516;22-06-2018;CF12074;4;3;3;0;3;0;0;10;0;0;0;2;2;4.0;4144;4094
58;BH516;22-06-2018;CF12074;4;3;4;0;4;6;0;6;1;0;0;3;2;4.0;4198;4094
77;BH516;22-06-2018;CF12074;4;3;4;0;4;4;0;5;2;0;0;2;2;4.0;4223;4094
133;BH516;22-06-2018;CF12074;4;3;1;0;1;0;0;0;0;0;0;1;2;1.0;4303;4094
148;BH516;22-06-2018;CF12074;4;3;3;0;3;0;0;0;0;0;0;2;2;1.0;4330;4094
171;BH516;22-06-2018;CF12074;4;3;3;0;3;0;0;0;0;0;0;3;2;1.0;4360;4094
172;BH516;22-06-2018;CF12074;4;3;1;0;1;0;0;0;0;0;0;0;3;1.0;4140;4094
32;BH516;22-06-2018;CF12074;4;4;1;2;3;0;0;0;1;0;0;2;2;3.0;4152;4094
65;BH516;22-06-2018;CF12074;4;4;2;0;2;0;0;0;0;0;0;2;2;1.0;4209;4094
87;BH516;22-06-2018;CF12074;4;4;2;0;2;0;0;0;0;0;0;2;2;1.0;4234;4094
180;BH516;22-06-2018;CF12074;5;0;20;0;20;5;0;11;4;0;0;6;1;4.0;4375;4374
182;BH516;22-06-2018;CF12074;5;1;8;0;8;0;0;5;7;0;0;0;3;4.0;4377;4374
204;BH516;22-06-2018;CF12074;5;1;6;0;6;5;0;8;0;0;0;0;3;4.0;4410;4374
235;BH516;22-06-2018;CF12074;5;1;7;0;7;8;0;0;4;0;0;1;3;4.0;4460;4374
280;BH516;22-06-2018;CF12074;5;1;2;0;2;7;0;13;0;0;0;0;3;4.0;4531;4374
317;BH516;22-06-2018;CF12074;5;1;3;0;3;6;0;6;1;0;0;0;3;4.0;4591;4374
330;BH516;22-06-2018;CF12074;5;1;3;0;3;8;0;8;1;0;0;0;3;4.0;4612;4374
351;BH516;22-06-2018;CF12074;5;1;3;0;3;5;0;6;1;0;0;0;3;4.0;4643;4374
365;BH516;22-06-2018;CF12074;5;1;4;0;4;6;0;6;1;0;0;0;2;4.0;4669;4374
422;BH516;22-06-2018;CF12074;5;1;3;0;3;0;0;0;2;0;0;0;3;4.0;4659;4374
423;BH516;22-06-2018;CF12074;5;1;3;0;3;0;0;0;1;0;0;1;3;4.0;4547;4374
153;BH516;22-06-2018;CF12074;5;2;3;0;3;5;0;5;1;0;0;0;3;4.0;4477;4374
198;BH516;22-06-2018;CF12074;5;2;1;1;2;0;0;0;2;0;0;0;2;4.0;4400;4374
207;BH516;22-06-2018;CF12074;5;2;3;0;3;6;0;6;2;0;0;0;3;4.0;4416;4374
220;BH516;22-06-2018;CF12074;5;2;3;0;3;6;0;6;2;0;0;0;2;4.0;4435;4374
263;BH516;22-06-2018;CF12074;5;2;2;0;2;5;0;0;1;0;0;0;2;4.0;4503;4374
283;BH516;22-06-2018;CF12074;5;2;4;1;5;0;0;0;1;0;0;1;2;3.0;4534;4374
322;BH516;22-06-2018;CF12074;5;2;4;1;5;0;0;0;1;0;0;2;2;4.0;4597;4374
334;BH516;22-06-2018;CF12074;5;2;4;0;4;2;0;3;2;0;0;2;2;4.0;4618;4374
354;BH516;22-06-2018;CF12074;5;2;4;0;4;1;0;3;1;0;0;0;2;4.0;4649;4374
371;BH516;22-06-2018;CF12074;5;2;5;0;5;0;0;4;2;0;0;0;2;4.0;4676;4374
449;BH516;22-06-2018;CF12074;5;2;3;0;3;0;0;0;0;0;0;2;2;1.0;4553;4374
222;BH516;22-06-2018;CF12074;5;3;3;0;3;0;0;0;0;0;0;0;3;1.0;4440;4374
226;BH516;22-06-2018;CF12074;5;3;3;0;3;0;0;5;2;0;0;1;2;4.0;4446;4374
250;BH516;22-06-2018;CF12074;5;3;4;0;4;0;0;3;1;0;0;1;2;4.0;4483;4374
266;BH516;22-06-2018;CF12074;5;3;4;0;4;4;0;0;1;0;0;2;2;4.0;4508;4374
343;BH516;22-06-2018;CF12074;5;3;2;0;2;0;0;0;0;0;0;2;2;1.0;4629;4374
377;BH516;22-06-2018;CF12074;5;3;1;1;2;0;0;0;2;0;0;0;3;4.0;4683;4374
383;BH516;22-06-2018;CF12074;5;3;1;0;1;0;0;0;0;0;0;0;2;1.0;4692;4374
1222;BH516;22-06-2018;CF12074;5;3;3;0;3;0;0;3;1;0;0;1;2;4.0;4424;4374
256;BH516;22-06-2018;CF12074;5;4;1;1;2;0;0;0;1;0;0;1;2;4.0;4492;4374
272;BH516;22-06-2018;CF12074;5;4;1;1;2;0;0;0;1;0;0;1;2;4.0;4519;4374
995;BH516;22-06-2018;CF12074;6;0;19;0;19;2;0;8;3;0;0;8;1;4.0;4699;4698
388;BH516;22-06-2018;CF12074;6;1;7;0;7;9;0;9;0;0;0;0;3;4.0;4701;4698
464;BH516;22-06-2018;CF12074;6;1;4;0;4;3;0;4;0;0;0;0;3;4.0;4816;4698
481;BH516;22-06-2018;CF12074;6;1;5;0;5;2;0;2;0;0;0;3;3;4.0;4846;4698
529;BH516;22-06-2018;CF12074;6;1;3;0;3;2;0;4;1;0;0;0;3;4.0;4926;4698
535;BH516;22-06-2018;CF12074;6;1;2;0;2;5;0;5;0;0;0;0;3;4.0;4941;4698
544;BH516;22-06-2018;CF12074;6;1;2;0;2;6;0;6;0;0;0;0;3;4.0;4954;4698
563;BH516;22-06-2018;CF12074;6;1;3;0;3;5;0;6;0;0;0;0;2;4.0;4977;4698
